crop,country,year,fs_fat_supply_quantity,fs_food_supply_kcal,fs_food_supply_quantity_g,fs_food_supply_quantity_kg,fs_food_supply_quantity_t,fs_protein_supply_quantity
Soursop,World,2013,0.000878462,0.075645301,0.177205218,0.064688933,452599.9188,0.000902863
Soybeans,World,2010,9.83,97,13.57,4.95,33542435.44,1.3
Soybeans,World,2011,10.1,99,13.84,5.06,34604698.56,1.31
Soybeans,World,2012,9.93,97,13.8,5.04,34854283.52,1.36
Soybeans,World,2013,9.84,96,13.7,5,34991987.33,1.36
Spinach,World,2010,0.028883223,3.475777665,13.88695564,5.068760837,34320037.67,0.185537991
Spinach,World,2011,0.029372769,3.475777665,14.02941357,5.120652729,35066653.32,0.187006629
Spinach,World,2012,0.029862315,3.573686895,14.49497196,5.290525243,36605837.75,0.192391637
Spinach,World,2013,0.030351861,3.62264151,14.60805712,5.332136666,37309847.96,0.193860275
Strawberries,World,2010,0.015440238,1.310080828,3.086176122,1.126669512,7627249.853,0.015908124
Strawberries,World,2011,0.015908124,1.356869429,3.185367956,1.162696735,7961718.939,0.01637601
Strawberries,World,2012,0.01637601,1.40365803,3.292045966,1.201531274,8313792.73,0.016843896
Strawberries,World,2013,0.016843896,1.450446631,3.397788205,1.240365813,8678292.223,0.017311782
Strawberry tree,World,2010,0.002321435,0.1969702,0.464005514,0.169394372,1146754.381,0.002391781
Strawberry tree,World,2011,0.002391781,0.20400485,0.478918972,0.174811053,1197041.693,0.002462128
Strawberry tree,World,2012,0.002462128,0.2110395,0.494957974,0.180649812,1249975.865,0.002532474
Strawberry tree,World,2013,0.002532474,0.21807415,0.510856283,0.186488572,1304778.238,0.002602821
Sugar apple,World,2010,0.000805256,0.068324788,0.160953679,0.058759318,397784.7917,0.000829658
Sugar apple,World,2011,0.000829658,0.070764959,0.166126842,0.060638249,415228.3943,0.00085406
Sugar apple,World,2012,0.00085406,0.07320513,0.171690432,0.062663591,433590.1371,0.000878462
Sugar apple,World,2013,0.000878462,0.075645301,0.177205218,0.064688933,452599.9188,0.000902863
Sugar beets,World,2010,NA,NA,0.02,0.01,44954,NA
Sugar beets,World,2011,NA,NA,0.02,0.01,55957,NA
Sugar beets,World,2012,NA,NA,0.02,0.01,54713,NA
Sugar beets,World,2013,NA,NA,0.02,0.01,56961,NA
Sugarcane,World,2010,0.02,3,11.89,4.34,29392105,0.02
Sugarcane,World,2011,0.02,4,12.5,4.56,31237541,0.02
Sugarcane,World,2012,0.02,4,12.75,4.65,32197356,0.02
Sugarcane,World,2013,0.02,4,12.6,4.6,32188851,0.02
Sunflowers,World,2010,3.8,34,3.99,1.45,9860436.11,0.02
Sunflowers,World,2011,3.87,35,4.03,1.47,10090615.89,0.02
Sunflowers,World,2012,4.03,36,4.22,1.54,10671953.9,0.03
Sunflowers,World,2013,4.02,36,4.21,1.54,10754399.45,0.02
Sunn hemp,World,2010,NA,NA,NA,NA,NA,NA
Sunn hemp,World,2011,NA,NA,NA,NA,NA,NA
Sunn hemp,World,2012,NA,NA,NA,NA,NA,NA
Sunn hemp,World,2013,NA,NA,NA,NA,NA,NA
Sweetpotatoes,World,2010,0.06,21,21.75,7.94,53745229.47,0.23
Sweetpotatoes,World,2011,0.06,21,21.65,7.9,54121243.46,0.23
Sweetpotatoes,World,2012,0.06,21,22.06,8.05,55716734.41,0.23
Sweetpotatoes,World,2013,0.06,22,22.34,8.15,57061369.12,0.23
Sword bean,World,2010,0.008957081,1.061579936,0.308853413,0.112792868,763640.8068,0.065685259
Sword bean,World,2011,0.009620568,1.127928682,0.323118393,0.118100768,807831.0001,0.068670952
Sword bean,World,2012,0.009620568,1.127928682,0.329421524,0.120422974,832173.3392,0.069997927
Sword bean,World,2013,0.010284056,1.227451801,0.353638816,0.129048311,902906.0039,0.074642339
Tallowtree,World,2010,NA,NA,NA,NA,NA,NA
Tallowtree,World,2011,NA,NA,NA,NA,NA,NA
Tallowtree,World,2012,NA,NA,NA,NA,NA,NA
Tallowtree,World,2013,NA,NA,NA,NA,NA,NA
Tamarind,World,2010,0.002321435,0.1969702,0.464005514,0.169394372,1146754.381,0.002391781
Tamarind,World,2011,0.002391781,0.20400485,0.478918972,0.174811053,1197041.693,0.002462128
Tamarind,World,2012,0.002462128,0.2110395,0.494957974,0.180649812,1249975.865,0.002532474
Tamarind,World,2013,0.002532474,0.21807415,0.510856283,0.186488572,1304778.238,0.002602821
Taro,World,2010,0.003497758,2.09865471,1.790852019,0.654080718,4429317.486,0.027982063
Taro,World,2011,0.003497758,2.09865471,1.846816145,0.675067265,4613854.492,0.027982063
Taro,World,2012,0.003497758,2.09865471,1.916771302,0.69955157,4841065.355,0.027982063
Taro,World,2013,0.003497758,2.09865471,1.927264575,0.703049328,4920619.482,0.027982063
Tarragon,World,2010,0.004111847,0.494815543,1.976962325,0.721594385,4885838.426,0.026413393
Tarragon,World,2011,0.00418154,0.494815543,1.997242793,0.728981772,4992127.454,0.02662247
Tarragon,World,2012,0.004251232,0.508754009,2.063520199,0.75316501,5211247.448,0.027389086
Tarragon,World,2013,0.004320924,0.515723242,2.079619127,0.759088858,5311471.117,0.027598163
Tea,World,2010,NA,0.827956989,1.655913978,0.604408602,4100005.751,0.165591398
Tea,World,2011,NA,0.827956989,1.763548387,0.645806451,4406786.171,0.173870968
Tea,World,2012,NA,0.827956989,1.887741935,0.687204301,4766676.719,0.190430107
Tea,World,2013,NA,0.827956989,1.920860214,0.703763441,4896099.644,0.190430107
Teff,World,2010,0.3,29,9.58,3.5,23669289.69,0.76
Teff,World,2011,0.28,27,9.18,3.35,22954374.43,0.73
Teff,World,2012,0.28,27,9.02,3.29,22770925.65,0.71
Teff,World,2013,0.28,27,9.02,3.29,23043935.97,0.71
Tepary bean,World,2010,0.11,24,7.22,2.64,17848377.17,1.56
Tepary bean,World,2011,0.1,24,7.05,2.57,17626823.54,1.52
Tepary bean,World,2012,0.1,23,6.78,2.47,17122804.78,1.46
Tepary bean,World,2013,0.1,23,6.82,2.49,17416335.39,1.47
Thyme,World,2010,0.008170845,0.306406686,0.091922006,0.033704735,226806.008,0.009702878
Thyme,World,2011,0.009702878,0.357474467,0.106731662,0.038811514,266472.4473,0.01174559
Thyme,World,2012,0.009702878,0.357474467,0.104178273,0.037790158,262770.1864,0.011234912
Thyme,World,2013,0.009192201,0.357474467,0.102135562,0.03727948,261474.2903,0.011234912
Tobacco,World,2010,NA,NA,NA,NA,NA,NA
Tobacco,World,2011,NA,NA,NA,NA,NA,NA
Tobacco,World,2012,NA,NA,NA,NA,NA,NA
Tobacco,World,2013,NA,NA,NA,NA,NA,NA
Tomatoes,World,2010,0.13,10,54.03,19.72,133536148.9,0.52
Tomatoes,World,2011,0.13,10,55.24,20.16,138058809.2,0.53
Tomatoes,World,2012,0.14,10,56.15,20.49,141800445.6,0.54
Tomatoes,World,2013,0.14,11,56.42,20.59,144085954,0.54
Triticale,World,2010,0.004452055,1.33561644,0.471917809,0.17140411,1165235.639,0.040068493
Triticale,World,2011,0.004452055,1.55821918,0.483047946,0.175856165,1207769.727,0.040068493
Triticale,World,2012,0.004452055,1.33561644,0.458561644,0.166952055,1156814.088,0.037842466
Triticale,World,2013,0.004452055,1.33561644,0.465239727,0.169178082,1185512.565,0.040068493
Tung nuts,World,2010,0.003612565,0.040139616,0.013647469,0.004816754,33593.88786,0.002809773
Tung nuts,World,2011,0.003612565,0.040139616,0.015253054,0.005619546,38531.60492,0.003211169
Tung nuts,World,2012,0.003612565,0.040139616,0.015253054,0.005619546,38205.68689,0.003211169
Tung nuts,World,2013,0.003612565,0.040139616,0.01565445,0.005619546,39767.40897,0.003211169
Turmeric,World,2010,0.008170845,0.306406686,0.091922006,0.033704735,226806.008,0.009702878
Turmeric,World,2011,0.009702878,0.357474467,0.106731662,0.038811514,266472.4473,0.01174559
Turmeric,World,2012,0.009702878,0.357474467,0.104178273,0.037790158,262770.1864,0.011234912
Turmeric,World,2013,0.009192201,0.357474467,0.102135562,0.03727948,261474.2903,0.011234912
Turnips,World,2010,0.051749108,6.227434992,24.88079555,9.081529846,61490067.58,0.332422234
Turnips,World,2011,0.052626211,6.227434992,25.13603268,9.174502819,62827753.96,0.335053545
Turnips,World,2012,0.053503315,6.402855696,25.97015812,9.478857741,65585459.4,0.344701683
Turnips,World,2013,0.054380418,6.490566048,26.17276904,9.55341154,66846811.03,0.347332994
Ulluco,World,2010,0.000533632,0.320179374,0.273219732,0.099789238,675754.8505,0.004269058
Ulluco,World,2011,0.000533632,0.320179374,0.281757849,0.102991032,703908.5734,0.004269058
Ulluco,World,2012,0.000533632,0.320179374,0.292430495,0.106726458,738572.795,0.004269058
Ulluco,World,2013,0.000533632,0.320179374,0.294031392,0.10726009,750709.8991,0.004269058
Vanilla,World,2010,0.019164345,0.718662954,0.215598886,0.079052925,531963.1821,0.02275766
Vanilla,World,2011,0.02275766,0.838440113,0.250334262,0.091030641,624999.0123,0.027548747
Vanilla,World,2012,0.02275766,0.838440113,0.244345404,0.088635098,616315.5276,0.026350975
Vanilla,World,2013,0.021559889,0.838440113,0.239554318,0.087437326,613276.0624,0.026350975
Velvet bean,World,2010,0.008957081,1.061579936,0.308853413,0.112792868,763640.8068,0.065685259
Velvet bean,World,2011,0.009620568,1.127928682,0.323118393,0.118100768,807831.0001,0.068670952
Velvet bean,World,2012,0.009620568,1.127928682,0.329421524,0.120422974,832173.3392,0.069997927
Velvet bean,World,2013,0.010284056,1.227451801,0.353638816,0.129048311,902906.0039,0.074642339
Velvet leaf,World,2010,NA,NA,NA,NA,NA,NA
Velvet leaf,World,2011,NA,NA,NA,NA,NA,NA
Velvet leaf,World,2012,NA,NA,NA,NA,NA,NA
Velvet leaf,World,2013,NA,NA,NA,NA,NA,NA
Vetch,World,2010,0.026647315,3.158200288,0.918838896,0.335558781,2271831.385,0.195413643
Vetch,World,2011,0.02862119,3.355587806,0.961277213,0.351349782,2403297.209,0.204296081
Vetch,World,2012,0.02862119,3.355587806,0.980029027,0.358258345,2475715.667,0.208243831
Vetch,World,2013,0.030595065,3.651669083,1.052075471,0.383918723,2686145.343,0.222060958
Walnuts,World,2010,0.181578948,2.368421055,0.950526317,0.347368421,2349417.118,0.063157895
Walnuts,World,2011,0.195789474,2.526315792,1.001052633,0.364736842,2501364.353,0.06631579
Walnuts,World,2012,0.194210527,2.526315792,1.008947369,0.367894737,2549792.03,0.06631579
Walnuts,World,2013,0.195789474,2.526315792,1.013684212,0.369473685,2590807.815,0.067894737
Watercress,World,2010,0.004111847,0.494815543,1.976962325,0.721594385,4885838.426,0.026413393
Watercress,World,2011,0.00418154,0.494815543,1.997242793,0.728981772,4992127.454,0.02662247
Watercress,World,2012,0.004251232,0.508754009,2.063520199,0.75316501,5211247.448,0.027389086
Watercress,World,2013,0.004320924,0.515723242,2.079619127,0.759088858,5311471.117,0.027598163
Watermelons,World,2010,0.022177797,1.881752432,4.432871086,1.618307092,10955504.16,0.022849851
Watermelons,World,2011,0.022849851,1.948957876,4.575346628,1.670055283,11435923.38,0.023521905
Watermelons,World,2012,0.023521905,2.01616332,4.72857504,1.725835802,11941629.37,0.02419396
Watermelons,World,2013,0.02419396,2.083368764,4.880459343,1.78161632,12465183.18,0.024866014
Wheat,World,2010,2.42,530,180.06,65.72,445005015.7,15.99
Wheat,World,2011,2.41,526,178.81,65.27,446932018.6,15.88
Wheat,World,2012,2.4,522,177.59,64.82,448500775.9,15.76
Wheat,World,2013,2.43,527,179.26,65.43,457822809.3,15.87
Wildrice,World,2010,0.001356164,0.406849314,0.143753424,0.052212329,354948.7011,0.012205479
Wildrice,World,2011,0.001356164,0.474657533,0.147143835,0.053568493,367905.2386,0.012205479
Wildrice,World,2012,0.001356164,0.406849314,0.139684931,0.050856164,352383.367,0.011527397
Wildrice,World,2013,0.001356164,0.406849314,0.141719178,0.051534246,361125.3647,0.012205479
Winged bean,World,2010,0.008957081,1.061579936,0.308853413,0.112792868,763640.8068,0.065685259
Winged bean,World,2011,0.009620568,1.127928682,0.323118393,0.118100768,807831.0001,0.068670952
Winged bean,World,2012,0.009620568,1.127928682,0.329421524,0.120422974,832173.3392,0.069997927
Winged bean,World,2013,0.010284056,1.227451801,0.353638816,0.129048311,902906.0039,0.074642339
Yams,World,2010,0.02,11,11.46,4.18,28314823,0.18
Yams,World,2011,0.02,12,11.64,4.25,29099551,0.19
Yams,World,2012,0.02,12,11.76,4.29,29708306,0.19
Yams,World,2013,0.03,13,12.73,4.65,32511925,0.2
"Yautia, cocoyam",World,2010,0.001165919,0.699551568,0.596950671,0.218026905,1476439.158,0.009327354
"Yautia, cocoyam",World,2011,0.001165919,0.699551568,0.61560538,0.225022421,1537951.493,0.009327354
"Yautia, cocoyam",World,2012,0.001165919,0.699551568,0.638923765,0.233183856,1613688.447,0.009327354
"Yautia, cocoyam",World,2013,0.001165919,0.699551568,0.642421523,0.234349775,1640206.489,0.009327354
Year bean,World,2010,0.11,24,7.22,2.64,17848377.17,1.56
Year bean,World,2011,0.1,24,7.05,2.57,17626823.54,1.52
Year bean,World,2012,0.1,23,6.78,2.47,17122804.78,1.46
Year bean,World,2013,0.1,23,6.82,2.49,17416335.39,1.47
Zucchini,World,2010,0.046935237,5.648138679,22.5663028,8.236736321,55770060.95,0.301499234
Zucchini,World,2011,0.047730749,5.648138679,22.79779694,8.321060645,56983311.38,0.303885771
Zucchini,World,2012,0.048526262,5.807241177,23.55432932,8.597103479,59484486.07,0.312636409
Zucchini,World,2013,0.049321774,5.886792426,23.7380927,8.664722041,60628502.65,0.315022946
